Time Started : 2024-07-31 09:03:17.8276

00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 12 (  Trying 34.225.220.202...)
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 13 (TCP_NODELAY set)
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 14 (Immediate connect fail for 34.225.220.202: Connection refused)
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 15 (  Trying 54.85.204.73...)
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 16 (TCP_NODELAY set)
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 17 (Immediate connect fail for 54.85.204.73: Connection refused)
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 18 (Closing connection 0)
00:00:08.357 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] Lockout of 2.333201s on https://api.epicgames.dev/sdk/v1/default?platformId=WIN
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] Retry 1 on https://api.epicgames.dev/sdk/v1/default?platformId=WIN
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: invalid HTTP response code received. URL: https://api.epicgames.dev/sdk/v1/default?platformId=WIN, HTTP code: 0, content length: 0, actual payload size: 0
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: request failed, libcurl error: 7 (Couldn't connect to server)
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 19 (Hostname api.epicgames.dev was found in DNS cache)
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 20 (  Trying 100.28.187.180...)
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 21 (TCP_NODELAY set)
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 22 (Immediate connect fail for 100.28.187.180: Connection refused)
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 23 (  Trying 52.54.91.187...)
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 24 (TCP_NODELAY set)
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 25 (Immediate connect fail for 52.54.91.187: Connection refused)
00:00:10.691 - Paris.Engine.EpicHelper.EpicLogMessage : INFO | EOS[Warning][LogHttp] 0000021BFE6DC9B0: libcurl info message cache 26 (  Trying 54.81.51.17...)
